Область,Тергромада,Програма,Тематика,Кількість
Закарпатська,Берегівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Чопська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Виноградівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Королівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Воловецька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Білківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Міжгірська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Колочавська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Чинадіївська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Великолучківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Дубриницько-Малоберезнянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Тур’є-Реметівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Рахівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Великобичківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Свалявська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Буштинська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Дубівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Солотвинська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Середнянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Великодобронська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Сюртівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Закарпатська,Вишківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Токмацька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Андрівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Василівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Дніпрорудненська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Степногірська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Малобілозерська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Матвіївська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Михайло-Лукашівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Кушугумська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Степненська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Більмацька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Костянтинівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Терпіннівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Нововасилівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Коларівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Запорізька,Молочанська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Івано-Франківська,Бурштинська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Івано-Франківська,Богородчанська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Івано-Франківська,Галицька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Івано-Франківська,Надвірнянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Івано-Франківська,Тисменицька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Київська,Вороньківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Київська,Гірська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Кіровоградська,Кропивницька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Кіровоградська,Олександрійська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Кіровоградська,Знам’янська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Кіровоградська,Компаніївська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Кіровоградська,Новгородківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Кіровоградська,Рівнянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Луганська,Кремінська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Луганська,Міловська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Луганська,Білолуцька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Луганська,Сватівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Луганська,Старобільська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Бориславська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Східницька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Буська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Комарнівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Жидачівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Золочівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Глинянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Жовківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Куликівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Пустомитівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Оброшинська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Ралівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Сколівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Козівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Яворівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Львівська,Новояворівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Очаківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Первомайська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Березанська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Коблівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Первомайська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Веснянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Нечаянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Степівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Новоодеська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Миколаївська,Костянтинівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Одеська,Білгород-Дністровська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Одеська,Ізмаїльська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Одеська,Чорноморська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Одеська,Теплодарська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Одеська,Южненська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Одеська,Роздільнянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Одеська,Ренійська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Одеська,Татарбунарська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Полтавська,Кременчуцька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Полтавська,Миргородська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Полтавська,Великобагачанська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Полтавська,Диканська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Полтавська,Кобеляцька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Полтавська,Козельщинська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Полтавська,Оржицька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Полтавська,Чутівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Рівненська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Вараська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Березнівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Соснівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Володимирецька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Гощанська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Вербська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Дубровицька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Здолбунівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Мізоцька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Здовбицька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Корецька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Великомежиріцька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Костопільська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Білокриницька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Зорянська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Рокитнівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Березівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Рівненська,Сарненська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Сумська,Конотопська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Сумська,Лебединська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Тернопільська,Тернопільська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Тернопільська,Байковецька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Тернопільська,Білецька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Тернопільська,Великоберезовицька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Чугуївська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Балаклійська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Савинська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Барвінківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Близнюківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Борівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Валківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Зміївська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Слобожанська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Солоницівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Куньєвська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Кегичівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Краснокутська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Нововодолазька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Біляївська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Печенізька,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Сахновщинська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Безлюдівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Новопокровська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Харківська,Шевченківська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Херсонська,Таврійська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Херсонська,Дар’ївська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Херсонська,Чорнобаївська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Херсонська,Тягинська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
Хмельницька,Старокостянтинівська,Проєкт ОБСЄ «Підтримка належного врядування в місцевих громадах як складової реформи децентралізації»,Навчання загального управлінського характеру,1
