Область,Тергромада,Програма,Тематика,Кількість
Тернопільська,Скалатська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,2
Тернопільська,Підволочиська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,3
Тернопільська,Теребовлянська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,2
Тернопільська,Микулинецька,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,1
Тернопільська,Золотниківська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,3
Тернопільська,Іванівська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,2
Тернопільська,Байковецька,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,3
Тернопільська,Заводська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,1
Тернопільська,Шумська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,2
Харківська,Старосалтівська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,6
Харківська,Мереф’янська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,7
Херсонська,Новорайська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,1
Херсонська,Високопільська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,1
Херсонська,Великокопанівська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,1
Херсонська,Чаплинська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,2
Херсонська,Асканія-Нова,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,1
Херсонська,Присиваська,Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),Навчання загального управлінського характеру,3
